,Summoner Name,Game Duration,Match Result,Champion ID,Creep Score,Gold Earned,Champion Level,Vision Score
Match 78,TF Blade,1841,Victory,24,174,14039,16,16
Match 79,TF Blade,1961,Victory,24,242,15027,17,38
Match 80,TF Blade,1623,Victory,8,214,13019,16,27
Match 81,TF Blade,1777,Defeat,24,156,10860,15,24
Match 82,TF Blade,1418,Defeat,86,178,9105,13,15
Match 83,TF Blade,971,Defeat,24,118,5829,11,5
Match 84,TF Blade,933,Defeat,164,116,5482,11,9
Match 85,TF Blade,1128,Victory,24,109,6680,11,15
Match 86,TF Blade,1874,Defeat,8,220,12691,17,31
Match 87,TF Blade,1489,Victory,24,193,12818,16,23
Match 88,TF Blade,1270,Defeat,23,123,7227,13,4
Match 89,TF Blade,1348,Victory,89,22,6755,10,42
Match 90,TF Blade,1680,Victory,164,188,13360,16,26
Match 91,TF Blade,1741,Victory,24,243,12936,16,29
Match 92,TF Blade,1883,Victory,8,241,13285,17,26
Match 93,TF Blade,1286,Victory,164,170,10495,14,15
Match 94,TF Blade,1466,Defeat,89,37,6218,11,40
Match 95,TF Blade,1388,Victory,58,162,11229,14,17
Match 96,TF Blade,1983,Victory,236,264,15813,18,21
Match 97,TF Blade,1492,Defeat,24,167,10313,14,17
Match 1,TF Blade,1760,Victory,24,236,14375,17,22
Match 2,TF Blade,1809,Defeat,39,219,13680,16,17
Match 3,TF Blade,1266,Victory,8,171,8164,14,14
Match 4,TF Blade,2289,Defeat,24,268,15944,18,31
Match 5,TF Blade,957,Defeat,164,102,4331,9,7
Match 6,TF Blade,2021,Defeat,24,209,12655,17,32
Match 7,TF Blade,1664,Victory,8,174,10271,15,8
Match 8,TF Blade,1238,Victory,24,144,12381,14,17
Match 9,TF Blade,1269,Defeat,89,38,5702,10,26
Match 10,TF Blade,1574,Defeat,24,177,9556,14,27
Match 11,TF Blade,2141,Victory,8,252,15246,18,20
Match 12,TF Blade,1710,Victory,8,248,13411,17,21
Match 13,TF Blade,1303,Defeat,24,135,6521,12,10
Match 14,TF Blade,1239,Victory,24,168,10021,13,18
Match 15,TF Blade,1861,Victory,39,246,14771,18,28
Match 16,TF Blade,1891,Defeat,39,228,14044,16,26
Match 17,TF Blade,1612,Victory,23,193,12357,16,26
Match 18,TF Blade,1872,Defeat,516,221,10069,15,21
Match 19,TF Blade,1136,Defeat,24,119,6045,10,12
Match 20,TF Blade,1473,Defeat,58,193,10317,14,25
Match 21,TF Blade,981,Victory,24,131,8325,11,10
Match 22,TF Blade,1791,Defeat,24,199,12170,15,22
Match 23,TF Blade,1507,Defeat,23,215,11358,15,19
Match 24,TF Blade,929,Defeat,39,95,4728,8,4
Match 25,TF Blade,2191,Defeat,24,292,16234,18,37
Match 26,TF Blade,2115,Victory,24,238,15657,17,24
Match 27,TF Blade,2122,Defeat,24,214,14528,17,45
Match 28,TF Blade,1216,Victory,24,135,6828,12,19
Match 29,TF Blade,1959,Victory,58,301,17099,18,38
Match 30,TF Blade,1371,Defeat,86,164,9303,14,9
Match 31,TF Blade,2236,Victory,24,226,17561,18,42
Match 32,TF Blade,1440,Defeat,24,174,10103,14,12
Match 33,TF Blade,1502,Defeat,24,171,8588,13,33
Match 34,TF Blade,1697,Victory,39,263,18332,18,21
Match 35,TF Blade,1572,Victory,24,174,12724,16,29
Match 36,TF Blade,2092,Defeat,39,276,16753,17,40
Match 37,TF Blade,1718,Victory,24,195,13598,16,18
Match 38,TF Blade,2119,Defeat,24,252,15895,17,41
Match 39,TF Blade,2373,Victory,23,286,16767,18,27
Match 40,TF Blade,2092,Defeat,24,267,18073,18,26
Match 41,TF Blade,1640,Victory,24,235,14909,16,34
Match 42,TF Blade,1123,Victory,24,152,11724,13,17
Match 43,TF Blade,1756,Victory,24,234,13650,17,16
Match 44,TF Blade,1350,Victory,24,160,11552,14,14
Match 45,TF Blade,1717,Victory,23,233,15971,18,24
Match 46,TF Blade,1604,Victory,154,47,11279,15,18
Match 47,TF Blade,1205,Victory,86,176,10901,14,20
Match 48,TF Blade,1410,Victory,24,217,11844,15,16
Match 49,TF Blade,1359,Victory,24,159,9367,14,8
Match 50,TF Blade,1490,Defeat,24,185,10904,14,18
Match 51,TF Blade,1494,Victory,39,204,11806,15,12
Match 52,TF Blade,922,Victory,24,116,9360,11,7
Match 53,TF Blade,1219,Victory,23,157,8366,13,15
Match 54,TF Blade,957,Victory,24,117,7170,12,7
Match 55,TF Blade,1151,Defeat,98,91,5246,10,8
Match 56,TF Blade,2167,Victory,164,275,18351,18,34
Match 57,TF Blade,1386,Defeat,24,149,10681,12,17
Match 58,TF Blade,1682,Victory,23,196,17654,16,20
Match 59,TF Blade,1710,Defeat,24,198,11263,14,17
Match 60,TF Blade,1571,Defeat,24,176,11994,15,21
Match 61,TF Blade,1659,Defeat,86,210,10653,15,27
Match 62,TF Blade,2310,Victory,164,271,16881,18,25
Match 63,TF Blade,1299,Defeat,84,120,6068,11,7
Match 64,TF Blade,1585,Defeat,24,138,7869,12,16
Match 65,TF Blade,2193,Defeat,39,333,19350,18,48
Match 66,TF Blade,982,Defeat,24,110,4968,10,10
Match 67,TF Blade,707,Defeat,89,23,2758,5,6
Match 68,TF Blade,1624,Defeat,24,193,11995,15,20
Match 69,TF Blade,1337,Victory,86,157,13058,15,8
Match 70,TF Blade,1246,Defeat,24,133,8149,12,9
Match 71,TF Blade,1585,Defeat,53,30,6740,12,38
Match 72,TF Blade,1627,Defeat,24,190,12700,15,18
Match 73,TF Blade,1193,Victory,24,105,7357,13,14
Match 74,TF Blade,1518,Victory,75,204,12085,16,8
Match 75,TF Blade,2216,Defeat,86,318,17431,18,27
Match 76,TF Blade,1546,Victory,24,189,12869,15,18
Match 77,TF Blade,1656,Victory,164,171,10592,15,19
Match 78,TF Blade,1612,Defeat,39,267,13150,15,14
Match 79,TF Blade,1904,Defeat,24,211,12545,16,12
Match 80,TF Blade,1590,Defeat,75,188,9865,14,14
Match 81,TF Blade,898,Victory,58,127,7538,11,11
Match 82,TF Blade,1657,Defeat,24,178,13221,15,24
Match 83,TF Blade,2022,Defeat,24,259,15608,17,34
Match 84,TF Blade,1770,Victory,24,262,18339,18,16
Match 85,TF Blade,194,Victory,164,18,1040,3,0
Match 86,TF Blade,1596,Defeat,18,199,11468,14,26
Match 87,TF Blade,1787,Victory,54,163,11667,16,20
Match 88,TF Blade,1899,Defeat,24,232,13884,15,21
Match 89,TF Blade,1074,Victory,24,121,7047,10,7
Match 90,TF Blade,1819,Defeat,58,225,13476,16,27
Match 91,TF Blade,1782,Victory,24,243,15959,18,11
Match 92,TF Blade,1777,Defeat,86,198,13082,15,26
Match 93,TF Blade,1751,Defeat,24,183,9866,15,21
Match 94,TF Blade,1527,Defeat,154,14,7540,11,26
Match 95,TF Blade,1499,Victory,24,186,13983,15,20
Match 96,TF Blade,926,Victory,86,133,8410,12,6
Match 97,TF Blade,1687,Victory,24,180,12577,16,27
Match 1,TF Blade,2003,Defeat,39,307,17514,18,31
Match 2,TF Blade,2134,Defeat,75,198,13332,16,33
Match 3,TF Blade,1379,Defeat,24,144,8768,12,18
Match 4,TF Blade,1565,Victory,24,193,13995,16,21
Match 5,TF Blade,1830,Victory,24,208,13133,16,27
Match 6,TF Blade,1660,Defeat,86,181,10097,14,19
Match 7,TF Blade,1784,Defeat,86,163,10409,15,23
Match 8,TF Blade,1519,Defeat,24,185,8714,14,16
Match 9,TF Blade,1349,Victory,75,179,9648,14,14
Match 10,TF Blade,1295,Victory,24,173,11992,15,18
Match 11,TF Blade,1896,Defeat,75,249,13595,16,25
Match 12,TF Blade,1201,Defeat,24,148,7805,12,9
Match 13,TF Blade,1584,Victory,24,203,10875,16,20
Match 14,TF Blade,1618,Defeat,24,205,9525,14,10
Match 15,TF Blade,1054,Defeat,24,75,5281,9,4
Match 16,TF Blade,1620,Victory,86,226,14036,16,26
Match 17,TF Blade,928,Defeat,24,73,4920,9,4
Match 18,TF Blade,1178,Victory,24,155,11546,13,17
Match 19,TF Blade,1566,Defeat,24,211,9904,15,16
Match 20,TF Blade,922,Defeat,86,85,4437,10,5
Match 21,TF Blade,1505,Victory,39,199,11002,15,19
Match 22,TF Blade,1689,Victory,24,22,11133,14,27
Match 23,TF Blade,1371,Victory,86,155,11911,14,24
Match 24,TF Blade,1596,Victory,58,224,13191,16,20
Match 25,TF Blade,1659,Defeat,75,179,8481,14,14
Match 26,TF Blade,1690,Victory,24,172,12418,15,20
Match 27,TF Blade,1688,Defeat,24,152,9943,13,15
Match 28,TF Blade,1859,Defeat,86,187,13242,15,34
Match 29,TF Blade,1570,Defeat,75,181,9849,14,11
Match 30,TF Blade,1659,Defeat,24,202,13294,15,27
Match 31,TF Blade,1273,Victory,75,167,10115,14,15
Match 32,TF Blade,1931,Victory,24,175,12826,16,18
Match 33,TF Blade,1404,Victory,24,159,11484,14,16
Match 34,TF Blade,1613,Defeat,24,184,11286,14,11
Match 35,TF Blade,912,Victory,24,124,8389,11,16
Match 36,TF Blade,1946,Victory,75,207,12737,17,28
Match 37,TF Blade,2432,Victory,24,248,17751,18,21
Match 38,TF Blade,1133,Victory,24,161,9961,13,7
Match 39,TF Blade,1735,Defeat,58,221,12305,15,25
Match 40,TF Blade,1996,Victory,39,228,14864,17,20
Match 41,TF Blade,2024,Defeat,86,233,13288,17,21
Match 42,TF Blade,956,Victory,24,126,7981,11,9
Match 43,TF Blade,1966,Victory,24,201,13691,16,28
Match 44,TF Blade,1412,Victory,75,198,11506,14,14
Match 45,TF Blade,1690,Victory,86,206,14690,16,20
Match 46,TF Blade,1266,Victory,86,180,9972,14,16
Match 47,TF Blade,1630,Victory,75,188,11151,15,22
Match 48,TF Blade,1312,Victory,24,136,9993,14,11
Match 49,TF Blade,929,Victory,24,109,6081,10,8
Match 50,TF Blade,1811,Victory,86,196,17737,18,29
Match 51,TF Blade,1423,Victory,24,174,8798,14,12
Match 52,TF Blade,1805,Victory,24,172,12806,16,29
Match 53,TF Blade,1446,Victory,24,182,10857,15,17
Match 54,TF Blade,1840,Defeat,24,182,10041,14,11
Match 55,TF Blade,1645,Victory,8,188,11675,15,14
Match 56,TF Blade,1773,Defeat,84,225,10933,16,20
Match 57,TF Blade,953,Victory,39,163,9045,12,7
Match 58,TF Blade,1436,Victory,24,166,12633,15,13
Match 59,TF Blade,1412,Victory,39,201,11348,14,17
Match 60,TF Blade,1483,Victory,8,182,10842,14,18
Match 61,TF Blade,1465,Victory,24,165,12237,16,22
Match 62,TF Blade,1702,Victory,24,172,11147,16,27
Match 63,TF Blade,1835,Defeat,24,224,12599,16,15
Match 64,TF Blade,1018,Victory,39,160,9274,12,10
Match 65,TF Blade,1261,Victory,24,176,10494,14,16
Match 66,TF Blade,1712,Victory,24,139,9983,14,22
Match 67,TF Blade,1909,Victory,39,231,15295,17,31
Match 68,TF Blade,2130,Victory,164,252,19595,18,17
Match 69,TF Blade,2228,Victory,23,288,20396,18,18
Match 70,TF Blade,1042,Defeat,64,23,5810,10,8
Match 71,TF Blade,1739,Victory,8,145,10095,15,10
Match 72,TF Blade,1531,Victory,24,133,11099,13,27
Match 73,TF Blade,1787,Victory,24,235,13073,17,34
Match 74,TF Blade,1260,Victory,24,141,9541,13,11
Match 75,TF Blade,1281,Defeat,24,135,7631,12,12
Match 76,TF Blade,957,Victory,58,130,9221,12,10
Match 77,TF Blade,929,Victory,24,102,6043,10,7
Match 78,TF Blade,1123,Defeat,58,127,7659,12,9
Match 79,TF Blade,1241,Victory,24,149,10272,13,17
Match 80,TF Blade,1979,Victory,58,263,16339,17,34
Match 81,TF Blade,967,Victory,24,109,5516,11,10
Match 82,TF Blade,1912,Defeat,39,208,13515,16,33
Match 83,TF Blade,930,Victory,24,122,7567,11,7
Match 84,TF Blade,2005,Defeat,24,234,15911,17,18
Match 85,TF Blade,1972,Victory,24,254,17454,18,22
Match 86,TF Blade,1180,Victory,24,154,8513,13,16
Match 87,TF Blade,1850,Victory,8,200,12322,17,14
Match 88,TF Blade,2035,Victory,24,195,22738,18,30
Match 89,TF Blade,1786,Victory,58,257,13806,17,18
Match 90,TF Blade,1201,Victory,8,145,6735,12,10
Match 91,TF Blade,1876,Defeat,8,201,13856,16,23
Match 92,TF Blade,1357,Victory,58,156,11906,14,12
Match 93,TF Blade,1704,Victory,58,222,13388,17,30
Match 94,TF Blade,1211,Victory,24,183,10872,14,9
Match 95,TF Blade,2093,Defeat,39,270,15349,18,23
Match 96,TF Blade,1522,Victory,24,186,13149,16,10
Match 97,TF Blade,1597,Victory,24,213,10860,15,17
Match 98,TF Blade,748,Victory,24,72,5924,9,13
