,Summoner Name,Game Duration,Match Result,Champion ID,Creep Score,Gold Earned,Champion Level,Vision Score
Match 49,Ender Dragon 3,1473,Victory,92,166,13338,15,13
Match 50,Ender Dragon 3,2194,Victory,266,182,17997,18,8
Match 51,Ender Dragon 3,943,Defeat,92,102,4913,10,3
Match 52,Ender Dragon 3,1580,Defeat,64,13,8677,12,7
Match 53,Ender Dragon 3,2171,Victory,92,216,14945,18,13
Match 54,Ender Dragon 3,1454,Defeat,64,26,9142,11,12
Match 55,Ender Dragon 3,1739,Defeat,238,188,16004,16,17
Match 56,Ender Dragon 3,618,Victory,157,60,3765,7,0
Match 57,Ender Dragon 3,1779,Defeat,67,176,13091,15,14
Match 58,Ender Dragon 3,1354,Victory,238,127,11007,13,5
Match 59,Ender Dragon 3,1690,Victory,157,181,11718,16,7
Match 60,Ender Dragon 3,1170,Defeat,157,149,8749,13,12
Match 61,Ender Dragon 3,919,Defeat,238,99,5324,10,8
Match 62,Ender Dragon 3,947,Victory,157,98,8092,11,6
Match 63,Ender Dragon 3,2226,Victory,777,150,14779,17,13
Match 64,Ender Dragon 3,1908,Defeat,92,204,10748,16,13
Match 65,Ender Dragon 3,1321,Defeat,104,31,7930,12,11
Match 66,Ender Dragon 3,978,Victory,238,113,7949,11,4
Match 67,Ender Dragon 3,1959,Defeat,238,164,15456,16,13
Match 68,Ender Dragon 3,1789,Defeat,92,167,12653,15,19
Match 69,Ender Dragon 3,1048,Defeat,67,106,5176,9,3
Match 70,Ender Dragon 3,1457,Defeat,81,143,9709,13,12
Match 71,Ender Dragon 3,1862,Victory,18,170,16601,16,18
Match 72,Ender Dragon 3,1156,Victory,92,137,7985,13,6
Match 73,Ender Dragon 3,1715,Defeat,18,199,10486,13,16
Match 1,Ender Dragon 3,1518,Defeat,81,165,8234,12,6
Match 2,Ender Dragon 3,2444,Victory,202,248,23497,18,19
Match 3,Ender Dragon 3,1209,Victory,202,93,7088,10,1
Match 4,Ender Dragon 3,993,Defeat,18,86,4711,8,1
Match 5,Ender Dragon 3,1506,Defeat,64,5,8627,12,4
Match 6,Ender Dragon 3,1792,Victory,238,186,16884,17,14
Match 7,Ender Dragon 3,1802,Victory,64,20,12556,16,16
Match 8,Ender Dragon 3,2179,Defeat,238,210,16959,18,19
Match 9,Ender Dragon 3,1406,Defeat,126,132,8103,13,5
Match 10,Ender Dragon 3,1917,Victory,54,159,11593,15,20
Match 11,Ender Dragon 3,1334,Victory,157,192,14676,15,7
Match 12,Ender Dragon 3,2162,Victory,157,225,16782,18,16
Match 13,Ender Dragon 3,1009,Defeat,64,12,6553,10,10
Match 14,Ender Dragon 3,1255,Defeat,238,139,8332,12,11
Match 15,Ender Dragon 3,917,Victory,266,114,7836,12,1
Match 16,Ender Dragon 3,1811,Defeat,64,20,11011,14,7
Match 17,Ender Dragon 3,935,Victory,238,114,7799,11,6
Match 18,Ender Dragon 3,2100,Victory,92,221,18697,18,18
Match 19,Ender Dragon 3,1902,Defeat,157,186,12114,15,15
Match 20,Ender Dragon 3,1616,Defeat,92,153,8461,13,10
Match 21,Ender Dragon 3,1657,Victory,157,170,18515,17,19
Match 22,Ender Dragon 3,1979,Defeat,266,218,11186,16,16
Match 23,Ender Dragon 3,2543,Defeat,67,186,14652,17,24
Match 24,Ender Dragon 3,1266,Defeat,157,158,8334,13,5
Match 25,Ender Dragon 3,2165,Defeat,157,244,12844,17,13
Match 26,Ender Dragon 3,2020,Defeat,80,77,12483,15,19
Match 27,Ender Dragon 3,1290,Defeat,157,124,8276,12,7
Match 28,Ender Dragon 3,2444,Victory,67,177,15314,18,26
Match 29,Ender Dragon 3,2381,Defeat,104,68,14711,17,33
Match 30,Ender Dragon 3,2168,Victory,202,207,14385,17,16
Match 31,Ender Dragon 3,1303,Defeat,266,107,9941,12,3
Match 32,Ender Dragon 3,2339,Victory,92,147,15445,18,22
Match 33,Ender Dragon 3,1422,Defeat,104,31,7246,11,4
Match 34,Ender Dragon 3,2254,Defeat,67,185,16741,17,23
Match 35,Ender Dragon 3,1122,Defeat,104,14,4892,9,3
Match 36,Ender Dragon 3,1633,Victory,157,159,13583,14,11
Match 37,Ender Dragon 3,2142,Victory,202,201,15056,17,16
Match 38,Ender Dragon 3,1952,Victory,236,199,15901,16,15
Match 39,Ender Dragon 3,1850,Victory,67,236,13877,16,15
Match 40,Ender Dragon 3,1053,Victory,22,124,6152,10,3
Match 41,Ender Dragon 3,987,Victory,157,156,7734,12,8
Match 42,Ender Dragon 3,2093,Defeat,157,206,17196,17,17
Match 43,Ender Dragon 3,1201,Defeat,92,115,6193,11,3
Match 44,Ender Dragon 3,2031,Victory,157,242,20078,18,18
Match 45,Ender Dragon 3,2021,Victory,238,198,20546,18,22
Match 46,Ender Dragon 3,954,Defeat,777,91,4636,10,6
Match 47,Ender Dragon 3,1870,Victory,157,216,21984,18,19
Match 48,Ender Dragon 3,2275,Defeat,22,186,16279,17,24
Match 49,Ender Dragon 3,1569,Defeat,54,31,5790,10,24
Match 50,Ender Dragon 3,1783,Defeat,201,32,8023,13,31
Match 51,Ender Dragon 3,1582,Defeat,12,32,5862,11,31
Match 52,Ender Dragon 3,1673,Defeat,89,34,6944,11,33
Match 53,Ender Dragon 3,850,Defeat,104,24,2723,6,0
Match 54,Ender Dragon 3,912,Victory,157,130,10473,13,5
Match 55,Ender Dragon 3,1414,Defeat,266,126,8929,13,8
Match 56,Ender Dragon 3,1869,Victory,92,199,15823,17,16
Match 57,Ender Dragon 3,1929,Defeat,104,36,10885,14,12
Match 58,Ender Dragon 3,2020,Victory,236,209,17811,17,13
Match 59,Ender Dragon 3,1191,Defeat,104,9,6590,11,15
Match 60,Ender Dragon 3,1509,Victory,238,178,11151,14,10
Match 61,Ender Dragon 3,2137,Defeat,121,41,16190,17,24
Match 62,Ender Dragon 3,1666,Defeat,121,17,11388,14,8
Match 63,Ender Dragon 3,1828,Victory,64,47,15257,17,14
Match 64,Ender Dragon 3,1280,Victory,236,133,8486,11,10
Match 65,Ender Dragon 3,1709,Defeat,64,19,10674,14,17
Match 66,Ender Dragon 3,1559,Victory,67,143,16096,14,13
Match 67,Ender Dragon 3,2853,Defeat,238,179,22440,18,29
Match 68,Ender Dragon 3,1214,Victory,157,123,10324,13,10
Match 69,Ender Dragon 3,2188,Defeat,157,187,13597,15,17
Match 70,Ender Dragon 3,2124,Victory,59,35,15114,18,24
Match 71,Ender Dragon 3,1381,Victory,104,31,14658,16,20
Match 72,Ender Dragon 3,2692,Defeat,104,70,17752,18,30
Match 73,Ender Dragon 3,1717,Defeat,104,32,12751,16,14
Match 74,Ender Dragon 3,1953,Defeat,104,74,12745,15,31
