,Summoner Name,Game Duration,Match Result,Champion ID,Creep Score,Gold Earned,Champion Level,Vision Score
Match 64,Adrian Riven,2085,Defeat,92,220,15949,17,24
Match 65,Adrian Riven,1373,Defeat,92,137,8123,13,17
Match 66,Adrian Riven,1386,Victory,92,162,11559,15,8
Match 67,Adrian Riven,831,Victory,2,112,6935,10,10
Match 68,Adrian Riven,1692,Defeat,92,157,10442,14,21
Match 69,Adrian Riven,1523,Victory,92,168,11203,15,28
Match 70,Adrian Riven,2208,Victory,92,215,17754,17,28
Match 71,Adrian Riven,1778,Defeat,92,176,14319,15,21
Match 72,Adrian Riven,2026,Victory,92,189,14425,16,21
Match 73,Adrian Riven,1697,Victory,92,195,15587,16,19
Match 74,Adrian Riven,1747,Victory,92,174,10335,15,19
Match 75,Adrian Riven,1131,Victory,92,136,8189,11,16
Match 76,Adrian Riven,1395,Defeat,92,156,8148,13,12
Match 77,Adrian Riven,1976,Defeat,92,173,12264,16,18
Match 78,Adrian Riven,1812,Defeat,164,150,10604,15,16
Match 79,Adrian Riven,1304,Victory,92,155,11863,14,3
Match 80,Adrian Riven,619,Victory,92,79,4406,9,1
Match 81,Adrian Riven,1210,Victory,92,170,9252,13,12
Match 82,Adrian Riven,980,Victory,92,130,8008,12,13
Match 83,Adrian Riven,1627,Victory,2,142,13752,15,15
Match 84,Adrian Riven,1585,Defeat,54,123,7926,13,16
Match 85,Adrian Riven,1242,Victory,92,159,10946,13,14
Match 86,Adrian Riven,1612,Victory,92,178,12088,15,20
Match 87,Adrian Riven,1481,Defeat,114,179,8159,13,11
Match 88,Adrian Riven,1535,Defeat,98,140,8145,13,15
Match 89,Adrian Riven,2027,Victory,98,188,13653,18,24
Match 90,Adrian Riven,1874,Defeat,58,175,11822,15,20
Match 91,Adrian Riven,2106,Defeat,92,178,12409,16,25
Match 92,Adrian Riven,1456,Defeat,58,199,7919,14,15
Match 93,Adrian Riven,1310,Defeat,84,132,8236,12,12
Match 94,Adrian Riven,2017,Victory,234,138,9307,15,14
Match 95,Adrian Riven,1695,Defeat,58,190,9269,14,21
Match 96,Adrian Riven,1379,Victory,164,195,11649,15,13
Match 97,Adrian Riven,1351,Victory,92,152,8708,13,12
Match 1,Adrian Riven,1119,Defeat,92,109,5027,10,6
Match 2,Adrian Riven,1683,Victory,92,171,10871,14,24
Match 3,Adrian Riven,1834,Victory,92,214,13473,16,34
Match 4,Adrian Riven,1456,Defeat,92,135,7806,12,16
Match 5,Adrian Riven,1991,Defeat,92,199,12708,17,13
Match 6,Adrian Riven,1704,Victory,92,200,16879,18,12
Match 7,Adrian Riven,1076,Defeat,92,128,6295,11,11
Match 8,Adrian Riven,1920,Defeat,92,202,13866,17,31
Match 9,Adrian Riven,1111,Defeat,58,134,7765,11,10
Match 10,Adrian Riven,1309,Victory,92,165,8474,13,12
Match 11,Adrian Riven,1496,Victory,92,179,13171,15,25
Match 12,Adrian Riven,1714,Victory,80,157,11660,16,22
Match 13,Adrian Riven,1288,Victory,92,188,9544,14,10
Match 14,Adrian Riven,2191,Victory,2,39,15900,18,30
Match 15,Adrian Riven,2106,Defeat,58,180,10949,15,24
Match 16,Adrian Riven,1300,Victory,58,146,11169,13,17
Match 17,Adrian Riven,1259,Defeat,92,102,5258,10,8
Match 18,Adrian Riven,1212,Defeat,92,153,6554,12,17
Match 19,Adrian Riven,1719,Victory,92,276,15450,17,28
Match 20,Adrian Riven,1709,Victory,92,192,15103,17,26
Match 21,Adrian Riven,1275,Victory,92,195,10885,14,15
Match 22,Adrian Riven,1656,Defeat,92,156,9096,14,26
Match 23,Adrian Riven,1606,Victory,92,183,11068,15,15
Match 24,Adrian Riven,1154,Victory,360,159,10779,13,5
Match 25,Adrian Riven,2211,Victory,92,234,14201,17,16
Match 26,Adrian Riven,1560,Victory,78,180,8375,15,13
Match 27,Adrian Riven,1623,Defeat,114,121,6413,12,10
Match 28,Adrian Riven,1482,Defeat,41,187,8882,14,10
Match 29,Adrian Riven,1354,Defeat,78,90,6155,12,15
Match 30,Adrian Riven,1514,Defeat,98,145,7518,13,17
Match 31,Adrian Riven,2324,Defeat,114,258,15731,18,34
Match 32,Adrian Riven,1492,Defeat,92,185,11067,15,9
Match 33,Adrian Riven,1540,Victory,92,171,10133,14,18
Match 34,Adrian Riven,1766,Defeat,92,176,10947,16,15
Match 35,Adrian Riven,2027,Victory,92,226,13861,17,15
Match 36,Adrian Riven,1392,Defeat,164,134,7619,13,13
Match 37,Adrian Riven,2018,Victory,92,227,14701,18,19
Match 38,Adrian Riven,2052,Victory,92,217,13320,17,24
Match 39,Adrian Riven,1546,Defeat,92,148,9273,13,15
Match 40,Adrian Riven,1584,Defeat,58,128,7707,13,17
Match 41,Adrian Riven,1467,Defeat,58,132,11727,14,10
Match 42,Adrian Riven,1513,Victory,58,100,9516,13,10
Match 43,Adrian Riven,1379,Defeat,58,139,7558,12,10
Match 44,Adrian Riven,1609,Victory,58,182,13112,15,17
Match 45,Adrian Riven,1351,Victory,92,163,9206,13,12
Match 46,Adrian Riven,954,Victory,92,107,5513,11,5
Match 47,Adrian Riven,1205,Victory,92,135,6863,12,8
Match 48,Adrian Riven,1190,Victory,92,131,8702,13,14
Match 49,Adrian Riven,1699,Defeat,92,157,11417,14,17
Match 50,Adrian Riven,1631,Defeat,54,128,7822,13,11
Match 51,Adrian Riven,1682,Victory,92,231,13073,17,10
Match 52,Adrian Riven,2356,Victory,58,201,18434,18,31
Match 53,Adrian Riven,1565,Victory,92,178,9735,15,9
Match 54,Adrian Riven,1913,Victory,92,194,15086,17,17
Match 55,Adrian Riven,1698,Defeat,92,218,11925,16,27
Match 56,Adrian Riven,1392,Defeat,92,161,8521,13,19
Match 57,Adrian Riven,2097,Victory,92,280,14595,18,36
Match 58,Adrian Riven,2429,Defeat,92,281,17421,18,33
Match 59,Adrian Riven,1426,Defeat,92,145,6745,13,9
Match 60,Adrian Riven,1845,Victory,92,282,17022,18,40
Match 61,Adrian Riven,1644,Victory,92,197,12634,16,15
Match 62,Adrian Riven,1291,Victory,92,143,10637,13,17
Match 63,Adrian Riven,1529,Defeat,92,166,9087,13,17
Match 64,Adrian Riven,1412,Defeat,92,156,8833,13,17
Match 65,Adrian Riven,1722,Defeat,92,203,9739,14,15
Match 66,Adrian Riven,1354,Defeat,92,142,8241,13,16
Match 67,Adrian Riven,1406,Defeat,92,131,10306,13,17
Match 68,Adrian Riven,1807,Defeat,92,210,12900,16,16
Match 69,Adrian Riven,1276,Defeat,92,159,8103,13,7
Match 70,Adrian Riven,1304,Defeat,92,174,8825,12,12
Match 71,Adrian Riven,1685,Victory,92,187,11185,16,26
Match 72,Adrian Riven,2566,Victory,92,326,16829,18,39
Match 73,Adrian Riven,1655,Victory,24,153,11661,15,24
Match 74,Adrian Riven,1895,Victory,24,178,14304,16,14
Match 75,Adrian Riven,1008,Defeat,114,95,4201,10,11
Match 76,Adrian Riven,2004,Victory,92,146,12339,16,27
Match 77,Adrian Riven,1378,Defeat,92,110,8450,11,22
Match 78,Adrian Riven,2269,Defeat,84,234,14846,17,33
Match 79,Adrian Riven,1490,Defeat,92,151,8523,13,26
Match 80,Adrian Riven,1336,Defeat,92,128,6559,11,10
Match 81,Adrian Riven,1562,Victory,58,163,9293,14,17
Match 82,Adrian Riven,1841,Victory,92,237,15962,17,18
Match 83,Adrian Riven,2233,Victory,92,269,18186,18,33
Match 84,Adrian Riven,2072,Victory,92,251,17778,17,37
Match 85,Adrian Riven,2005,Victory,92,208,14400,17,20
Match 86,Adrian Riven,816,Defeat,92,91,6132,10,4
Match 87,Adrian Riven,1709,Defeat,92,199,11644,15,15
Match 88,Adrian Riven,941,Victory,92,131,9583,12,16
Match 89,Adrian Riven,1441,Victory,92,142,9995,14,11
Match 90,Adrian Riven,1859,Victory,92,256,15026,18,24
Match 91,Adrian Riven,1691,Defeat,92,164,9879,14,13
Match 92,Adrian Riven,1887,Victory,92,253,14559,18,18
Match 93,Adrian Riven,2393,Victory,58,261,16956,18,26
Match 94,Adrian Riven,1652,Defeat,114,199,11417,15,19
Match 95,Adrian Riven,1535,Victory,92,219,12115,16,29
Match 96,Adrian Riven,2861,Victory,54,258,18559,18,31
Match 97,Adrian Riven,922,Victory,266,127,6804,11,4
Match 98,Adrian Riven,1245,Victory,92,179,8671,13,15
Match 1,Adrian Riven,1487,Victory,92,201,11743,15,18
Match 2,Adrian Riven,1718,Victory,92,181,12086,15,13
Match 3,Adrian Riven,1963,Defeat,92,268,12833,17,17
Match 4,Adrian Riven,2566,Victory,92,218,16972,18,28
Match 5,Adrian Riven,1139,Victory,92,149,7673,12,9
Match 6,Adrian Riven,912,Defeat,114,83,4393,9,7
Match 7,Adrian Riven,1822,Defeat,92,194,14210,16,16
Match 8,Adrian Riven,1501,Victory,92,175,15576,15,6
Match 9,Adrian Riven,1719,Defeat,84,159,10882,14,17
Match 10,Adrian Riven,1213,Victory,92,189,10618,14,12
Match 11,Adrian Riven,1993,Defeat,92,209,12253,15,18
Match 12,Adrian Riven,2399,Defeat,114,242,14990,18,22
Match 13,Adrian Riven,2063,Victory,114,206,13565,17,19
Match 14,Adrian Riven,1421,Victory,92,181,12568,15,21
Match 15,Adrian Riven,2113,Victory,92,312,20606,18,16
Match 16,Adrian Riven,1491,Defeat,164,160,9174,13,15
Match 17,Adrian Riven,1711,Defeat,266,167,9344,14,22
Match 18,Adrian Riven,2024,Defeat,92,214,14638,16,21
Match 19,Adrian Riven,193,Victory,92,16,1417,3,0
Match 20,Adrian Riven,1878,Victory,92,185,14880,17,27
Match 21,Adrian Riven,1738,Defeat,126,208,9711,14,15
Match 22,Adrian Riven,1393,Victory,92,144,14251,15,16
Match 23,Adrian Riven,1353,Victory,114,147,8915,13,8
Match 24,Adrian Riven,2170,Defeat,92,243,16897,18,16
Match 25,Adrian Riven,2168,Victory,92,275,19527,18,17
Match 26,Adrian Riven,1946,Defeat,92,192,13714,16,24
Match 27,Adrian Riven,1728,Victory,92,205,15997,17,15
Match 28,Adrian Riven,1144,Defeat,92,69,5716,9,8
Match 29,Adrian Riven,1072,Victory,92,104,6333,10,10
Match 30,Adrian Riven,1543,Victory,92,154,14144,15,12
Match 31,Adrian Riven,1911,Defeat,92,189,16506,16,14
Match 32,Adrian Riven,1566,Victory,92,163,11711,15,15
Match 33,Adrian Riven,1309,Victory,92,161,12855,14,17
Match 34,Adrian Riven,1152,Defeat,92,117,6566,11,12
Match 35,Adrian Riven,1041,Victory,126,145,10051,12,14
Match 36,Adrian Riven,1612,Victory,92,171,10942,14,27
Match 37,Adrian Riven,1254,Defeat,92,138,8513,12,9
Match 38,Adrian Riven,1278,Victory,92,164,11427,14,11
Match 39,Adrian Riven,1597,Victory,114,168,12571,16,14
Match 40,Adrian Riven,1150,Victory,92,140,8517,12,5
Match 41,Adrian Riven,1746,Victory,92,212,12877,16,16
Match 42,Adrian Riven,1986,Victory,114,163,13653,16,24
Match 43,Adrian Riven,2320,Defeat,114,157,13629,17,20
Match 44,Adrian Riven,1831,Victory,114,169,11287,16,30
Match 45,Adrian Riven,1783,Defeat,114,186,9915,14,11
Match 46,Adrian Riven,1898,Defeat,92,259,14410,16,14
Match 47,Adrian Riven,927,Defeat,84,79,4559,9,9
Match 48,Adrian Riven,1424,Victory,92,136,12014,14,20
Match 49,Adrian Riven,2001,Defeat,92,232,16859,17,19
Match 50,Adrian Riven,2023,Victory,92,52,16349,17,22
Match 51,Adrian Riven,1725,Victory,64,30,12153,14,21
Match 52,Adrian Riven,1099,Victory,120,5,8877,12,9
Match 53,Adrian Riven,1595,Victory,120,48,15002,16,15
Match 54,Adrian Riven,1721,Defeat,84,177,10223,15,25
Match 55,Adrian Riven,1709,Defeat,164,202,9736,14,18
Match 56,Adrian Riven,1721,Victory,164,165,12109,16,20
Match 57,Adrian Riven,1830,Defeat,92,181,12867,16,21
Match 58,Adrian Riven,1323,Defeat,238,136,7325,11,18
Match 59,Adrian Riven,1867,Defeat,80,38,11689,14,33
Match 60,Adrian Riven,2185,Defeat,114,192,16065,17,23
Match 61,Adrian Riven,1342,Victory,92,164,13475,14,17
Match 62,Adrian Riven,1989,Victory,92,227,17286,17,20
Match 63,Adrian Riven,1741,Victory,92,186,14615,17,14
Match 64,Adrian Riven,1870,Victory,164,204,11516,16,19
Match 65,Adrian Riven,1627,Defeat,92,203,12311,15,10
Match 66,Adrian Riven,1260,Defeat,18,139,7397,10,8
Match 67,Adrian Riven,2050,Defeat,92,190,13398,16,25
Match 68,Adrian Riven,1718,Victory,92,210,15281,17,20
Match 69,Adrian Riven,1691,Defeat,114,177,9030,14,14
Match 70,Adrian Riven,2061,Defeat,92,216,13684,16,17
Match 71,Adrian Riven,1616,Victory,80,195,12829,15,12
Match 72,Adrian Riven,1284,Victory,114,159,10411,14,9
Match 73,Adrian Riven,1167,Victory,92,164,9716,14,8
Match 74,Adrian Riven,1539,Victory,92,189,10467,15,12
Match 75,Adrian Riven,1984,Defeat,80,194,11747,16,16
Match 76,Adrian Riven,912,Victory,266,132,8053,11,0
Match 77,Adrian Riven,1334,Victory,126,151,8016,13,17
Match 78,Adrian Riven,2293,Victory,92,229,14934,17,25
Match 79,Adrian Riven,1461,Victory,80,176,11299,15,14
Match 80,Adrian Riven,1545,Victory,266,154,12449,15,18
Match 81,Adrian Riven,921,Victory,92,115,5564,11,11
Match 82,Adrian Riven,2583,Defeat,92,330,18718,18,25
Match 83,Adrian Riven,1195,Victory,64,26,11711,13,11
Match 84,Adrian Riven,1895,Victory,114,210,12588,16,8
Match 85,Adrian Riven,2203,Defeat,92,212,14237,16,14
Match 86,Adrian Riven,1408,Victory,92,156,11143,15,11
Match 87,Adrian Riven,1889,Victory,92,209,15502,17,11
Match 88,Adrian Riven,1812,Defeat,114,188,9724,14,23
Match 89,Adrian Riven,1702,Defeat,126,205,9914,14,12
Match 90,Adrian Riven,1827,Defeat,92,202,14435,16,25
Match 91,Adrian Riven,927,Victory,92,135,6201,12,7
Match 92,Adrian Riven,1560,Victory,92,185,13962,16,14
Match 93,Adrian Riven,1887,Victory,92,194,14234,16,12
Match 94,Adrian Riven,1751,Defeat,92,159,10999,14,15
Match 95,Adrian Riven,1868,Victory,114,200,15994,18,13
Match 96,Adrian Riven,1516,Victory,126,181,14381,15,18
